"speciesid","nlnaam","ennaam","latnaam","remarks.x","length_num","length_remarks","length_code","vers_gew","deleted_reason.x","fykedate","fykenr","vistijd","temp","zoutgehalte","year","month","decade"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-04-20,1,24,10,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2003-04-20,1,24,10,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,13,NA,"5",NA,NA,2003-04-21,1,24,10.5,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,13,NA,"5",NA,NA,2003-04-22,1,22,10.7,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-04-23,1,24,11,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,52,NA,"5",NA,NA,2003-04-24,1,24,11.5,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,10,NA,"5",NA,NA,2003-04-26,1,25,12.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,12,NA,"5",NA,NA,2003-04-27,1,24,11.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2003-04-27,1,24,11.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2003-04-27,1,24,11.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2003-04-27,1,24,11.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2003-04-28,1,22,10.8,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,12,NA,"5",NA,NA,2003-04-29,1,24,11.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-04-29,1,24,11.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-04-29,1,24,11.2,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-04-30,1,25,11.8,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,38,NA,"5",NA,NA,2003-04-30,1,25,11.8,NA,2003,4,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-05-01,1,27,10.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-05-05,1,24,11.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-05-05,1,24,11.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-05-06,1,22,11.8,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,10,NA,"5",NA,NA,2003-05-07,1,24,11.8,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-05-09,1,24,12.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-05-11,1,23,14.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-05-14,1,24,12.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2003-05-14,1,24,12.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,39,NA,"5",NA,NA,2003-05-14,1,24,12.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,39,NA,"5",NA,NA,2003-05-14,1,24,12.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,12,NA,"5",NA,NA,2003-05-15,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,12,NA,"5",NA,NA,2003-05-15,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,12,NA,"5",NA,NA,2003-05-15,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,13,NA,"5",NA,NA,2003-05-15,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-05-15,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2003-05-15,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-05-15,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-05-16,1,24,13.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-05-17,1,25,13.8,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2003-05-22,1,24,13.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-05-23,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-05-23,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2003-05-23,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-05-23,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-05-23,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-05-23,1,24,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2003-05-24,1,25,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2003-05-24,1,25,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-05-24,1,25,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-05-24,1,25,13,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-05-25,1,24,13.4,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-05-27,1,24,14.5,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-05-30,1,24,17,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-05-30,1,24,17,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-05-30,1,24,17,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-05-30,1,24,17,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2003-05-30,1,24,17,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,67,NA,"5",NA,NA,2003-05-30,1,24,17,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,68,NA,"5",NA,NA,2003-05-30,1,24,17,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-05-31,1,24,17.8,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-05-31,1,24,17.8,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-05-31,1,24,17.8,NA,2003,5,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,25,NA,"5",NA,NA,2003-06-01,1,24,18.2,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-06-01,1,24,18.2,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2003-06-01,1,24,18.2,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2003-06-01,1,24,18.2,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-06-02,1,22,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2003-06-02,1,22,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-06-03,1,24,17.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,15,NA,"5",NA,NA,2003-06-03,1,24,17.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2003-06-03,1,24,17.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-06-03,1,24,17.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-06-03,1,24,17.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-06-03,1,24,17.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,42,NA,"5",NA,NA,2003-06-03,1,24,17.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-06-04,1,24,18.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-06-04,1,24,18.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-04,1,24,18.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,27,NA,"5",NA,NA,2003-06-05,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2003-06-05,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-06-05,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,15,NA,"5",NA,NA,2003-06-06,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-06,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-06-06,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2003-06-06,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,42,NA,"5",NA,NA,2003-06-06,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-06-07,1,25,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-06-07,1,25,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-06-08,1,24,19,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-06-09,1,24,17.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-06-09,1,24,17.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-06-09,1,24,17.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2003-06-10,1,22,17.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,38,NA,"5",NA,NA,2003-06-10,1,22,17.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,23,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,39,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-06-11,1,24,16.4,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,14,NA,"5",NA,NA,2003-06-12,1,24,16.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,23,NA,"5",NA,NA,2003-06-13,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2003-06-13,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-06-13,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-13,1,24,17.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-14,1,25,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2003-06-15,1,24,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-16,1,22,NA,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,56,NA,"5",NA,NA,2003-06-16,1,22,NA,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,13,NA,"5",NA,NA,2003-06-17,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-17,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-17,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-17,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-06-18,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-06-18,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-18,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,42,NA,"5",NA,NA,2003-06-18,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,62,NA,"5",NA,NA,2003-06-18,1,24,19.6,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,15,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,15,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,15,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,15,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,16,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,17,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,39,NA,"5",NA,NA,2003-06-19,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2003-06-23,1,23,18.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-06-23,1,23,18.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2003-06-23,1,23,18.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-23,1,23,18.8,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-24,1,24,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-24,1,24,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-24,1,24,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-24,1,24,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-24,1,24,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,39,NA,"5",NA,NA,2003-06-24,1,24,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2003-06-26,1,24,17.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,31,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,34,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,40,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,43,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,58,NA,"5",NA,NA,2003-06-27,1,24,18.5,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,30,NA,"5",NA,NA,2003-06-28,1,25,19,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,39,NA,"5",NA,NA,2003-06-30,1,22,18,NA,2003,6,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,12,NA,"5",NA,NA,2003-07-01,1,24,18,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,54,NA,"5",NA,NA,2003-07-02,1,24,17,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,25,NA,"5",NA,NA,2003-07-02,1,24,17,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,32,NA,"5",NA,NA,2003-07-02,1,24,17,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,33,NA,"5",NA,NA,2003-07-02,1,24,17,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,36,NA,"5",NA,NA,2003-07-02,1,24,17,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,41,NA,"5",NA,NA,2003-07-02,1,24,17,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,29,NA,"5",NA,NA,2003-07-03,1,24,17.5,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,35,NA,"5",NA,NA,2003-07-03,1,24,17.5,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,47,NA,"5",NA,NA,2003-07-03,1,24,17.5,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,44,NA,"5",NA,NA,2003-07-04,1,24,17,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,15,NA,"5",NA,NA,2003-07-05,1,22,17.8,NA,2003,7,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,18,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,20,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,21,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,22,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,23,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,24,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,28,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,37,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,41,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,43,NA,"5",NA,NA,2003-09-04,1,12,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2003-09-05,1,24,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2003-09-05,1,24,17.5,NA,2003,9,"2000s"
79,"Zeebaars","Seabass","Dicentrarchus labrax",NA,19,NA,"5",NA,NA,2003-09-05,1,24,17.5,NA,2003,9,"2000s"
